Giraffe,Are male females generally taller than female giraffes?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel one of the discoverers of radioactivity?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel one of the discoverers of radioactivity?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Is the SI unit for radioactivity named after him?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Is the SI unit for radioactivity named after him?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel a French physicist?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel a French physicist?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,In what year did Henri Becquerel die?,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,In what year did Henri Becquerel die?,Aug-24,S09_set4_a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Where was Henri Becquerel born?, Paris ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Where was Henri Becquerel born?,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,In what year did Henri Becquerel win the Nobel Prize in Physics?,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,In what year did Henri Becquerel win the Nobel Prize in Physics?,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Did Henri Becquerel intentionally discover radioactivity?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Did Henri Becquerel intentionally discover radioactivity?,He discovered it accidentally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,If Henri Becquerel was alive today, how old would he have been?,S09_set4_a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,For how many years did Henri Becquerel live?,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Did Henri Becquerel live to be 80 years old?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,What was Henri Becquerel`s profession?,physisist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,How old was Henri Becquerel when he died?,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,How many years ago was it when he became the third in his family to occupy the physics chair at the Musum National d`Histoire Naturelle?,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,In 1908, the year  of his death,easy,S09_set4_a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,When was Henri Becquerel born?,Dec-15,S09_set4_a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Did he share the Nobel Prize in Physics?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Is it true that Becquerel wrapped a fluorescent substance in photographic plates?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Becquerel wrapped a fluorescent substance in what?,photographic plates and black material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Is there a Becquerel crater on the Moon for radioactivity?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Must … One conclude from these experiments that the phosphorescent substance in question emits rays which pass through the opaque paper and reduces silver salts ?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,What is Henri Becquerel?,Henri Becquerel was a famous physicist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,Where is Henri Becquerel from?,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,What does Henri Becquerel do?,was a physisist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri_Becquerel,What does Henri Becquerel do?,Henri Becquerel was a physicist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Was Newton a English physicist?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Was Newton a English physicist?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,Newton may have rejected the church's doctrine of the Trinity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Was Newton admitted into Havard College?,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Was Newton admitted into Havard College?,Maybe,S09_set4_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,When was Newton's date of birth recorded?,Christmas Day,medium,S09_set4_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,When was Newton's date of birth recorded?,his date of birth was recorded as Christmas Day,easy,S09_set4_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,How many laws of motion did Netwon have?,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,How many laws of motion did Netwon have?,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Who did Newton see as the master creator?,God,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Who did Newton see as the master creator?,Newton saw God as the master creator whose existence could not be denied in the face of the grandeur of all creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,When did Netwon investigate the refraction of light,From 1670 to 1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,When did Netwon investigate the refraction of light,1670-1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,What principles did Newton explain for mechanics?,The principles of conservation of momentum and angular momentum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,What principles did Newton explain for mechanics?,In mechanics,S09_set4_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,Henry More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,The contact with the theosophist Henry More,S09_set4_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,What was Italian language`s profession?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,What is Italian language`s first name?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,What is Italian language`s last name?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,How many offspring did Italian language have?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Where did Italian language die?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Are geminate plosives and affricates realised as lengthened closures?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Where is this letter silent?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Is Italian one of official four languages?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Is it true that legge sulle fonti del diritto of 7?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Legge sulle fonti del diritto of what?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Is it true that Italian retained the contrast between short consonants?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Italian retained the contrast between what?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Is stress distinctive in most Romance languages?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Are the speakers who use italian as a second or cultural language estimated at around 110-120 million ?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Are front/back vowel rules for C and G similar in French , Romanian ,NULL,NULL,S09_set5_a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,"So can Italian language hear ""istànbul "" or ""Ìstanbul"" ?",NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Will , the vowel sounds be pronounced separately) ?,S09_set5_a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Can Regional differences be recognized by various factors : the openness of vowels , the length of the consonants ,NULL,S09_set5_a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian_language,Give dictionaries the latter as an alternative pronunciation ?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,The steam engine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,steam engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,James Watt was born where?,Greenock,S09_set4_a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,What was the name of James Watt's mother?,Agnus Muirhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,What was the name of James Watt's mother?,Agnes Muirhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,How many of James Watt's children did not live to adulthood?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,How many of James Watt's children did not live to adulthood?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,In what year did James travel to Lodon to study instrument-making?,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,For how many years of James Watt's life was his mother alive?,17 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James_Watt,What is James Watt most famous for?,Steam engine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,What was Japanese language`s profession?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,What is Japanese language`s first name?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Is the basic sentence structure topic-comment?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Where are the circumstances complicated?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Does the   form indicate a perfect tense?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Is or a conception that forms the counterpart of dialect?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Do most Japanese people employ politeness?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Is it true that Japanese borrowed a considerable number of words?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Japanese borrowed a considerable number of what?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Is japanese language in the island?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Is there a form of the language?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Are the several dialects of Kagoshima famous to speakers?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,"I.e ""yamato words "") ", which in scholarly contexts is sometimes referred to as ( or rarely ,NULL,NULL,NULL,S09_set5_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Are japanese personal pronouns generally used only in situations requiring special emphasis as to who is doing what to whom ?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,": give ""please Japanese language to Mr ?",NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Will a japanese person use vocabulary and inflections of the honorific register to refer to the in-group superior and Japanese language`s or Japanese language`s speech and actions ?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese_language,Thus , can polite korean speech sound very presumptuous when translated verbatim into Japanese ,NULL,S09_set5_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Is Lima the capital of Peru?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Is the Museum of Gold in Lima?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Does Lima have volleyball venues?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,When was Lima founded?,Jan-18,S09_set3_a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Where is the Park of the Reserve located?,Near the downtown area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,What is a colectivo?,Automobiles that renders express service on some major roads of the Lima Metropolitan Area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Is the National University of San Marcos in Lima?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Has the San Lorenzo Megaport Project been completed?,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,How many years ago was the Lima Stock Exchange the most profitable in the world?,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Is rainfall very low?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Is lima the capital  and  largest  city  of Peru?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Is The GDP  per capita in Lima $ 7,600  /  ref )?,S09_set3_a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,The Spanish Crown named Pizarro governor of what?,Hemming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Is it true that the ideas of the Enlightenment shaped the development of the city?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,The ideas of the Enlightenment shaped the development of what?,the city,S09_set3_a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Is London the capital of the United Kingdom?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Is London the capital of the United Kingdom?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Does London's population draw from a wide range of religions?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Does London's population draw from a wide range of religions?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Did Caunte take control of the English throne in 101?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Over how many languages are spoken in London?,Over 300 languages are spoken in london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Over how many languages are spoken in London?,Over 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,What had the Anglo-Saxons created by the 600s?,By the 600s,S09_set3_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,What had the Anglo-Saxons created by the 600s?,a new S09_settlement called Lundenwic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,What city in the UK has been subjected to bouts of terrorism?,London has been subjected to bouts of terrorism.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,What city in the UK has been subjected to bouts of terrorism?,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,What countries did James VI of Scotland unite?,James VI of Scotland united Scotland and England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,What countries did James VI of Scotland unite?,England and Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,How did civil wars affect England during the Middle Ages?,London remained relatively untouched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre,Are the strings of a classical lyre made of gut?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre,Does a classical lyre have a sound-chest?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre,Is lyre played in mordern Greece?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre,Which part of the strings does the left hand touch?,The lower strings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre,In which place is lyre still played?,North-eastern parts of Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre,Does a classical lyre have a fingerboard?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre,Is a guitar played with a plectrum like a lyre?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Michael Faraday an English chemist?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Michael Faraday an English chemist?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Faraday a devout Christian?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Faraday a devout Christian?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Faraday considered a gentleman?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Faraday considered a gentleman?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,Faraday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What did Joseph Henry likely discover?,self-induction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What did Joseph Henry likely discover?,self-induction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What did the University of Oxford grant Faraday?,a Doctor of Civil Law degree (honorary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What did the University of Oxford grant Faraday?,Doctor of Civil Law degree (honorary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Who was made to travel outside the coach?,Faraday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday construct the ancestor of modern power generators?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday construct the ancestor of modern power generators?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday lecture on education in 1854?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday lecture on education in 1854?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday receive an extensive formal education?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday receive an extensive formal education?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday discover the chemical substance benzene?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Did Faraday discover the chemical substance benzene?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Faraday born in England?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was Faraday born in England?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What do some historians of science refer to Faraday as?,the best experimentalist in the history of science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What do some historians of science refer to Faraday as?,best experimentalist in the history of science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Who was the sponsor and mentor of Faraday?,John 'Mad Jack' Fuller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Who was the sponsor and mentor of Faraday?,John 'Mad Jack' Fuller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,the Bunsen burner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,Bunsen burner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Does the production of chemical weapons raise an ethical issue?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What was the Faraday effect first called?,diamagnetism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What was the Faraday effect first called?,diamagnetism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Can you meet someone through attending a church?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What was Michael Faraday`s birthplace?,Newington Butts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,What was Michael Faraday`s profession?,chemist and physicist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,How many years ago did Faraday report on the first synthesis of compound make from carbon and chlorine , c 2 h 6 and c 2 h 4 ?,S09_set4_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,How many years ago was it when he discovered the phenomenon that he named diamagnetism , and what is now called the Faraday effect?,S09_set4_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,How many years ago was it when Faraday wrote a letter to The Times on the subject of the foul condition of the River Thames , which resulted in an oft-reprinted cartoon in Punch?,S09_set4_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,How many years ago was it when he discovered that the optical properties of gold colloids differed from those of the corresponding bulk metal?,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was education another area  of service  for Faraday?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was faraday `s  earliest  chemical  work as an assistant  to Davy?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Who died at his house at Hampton Court on August 25, 1867?,S09_set4_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,When was Michael Faraday born?,Sep-22,S09_set4_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Where did he serve two terms?,the Church of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Who was born in Newington Butts, near present-day South London,medium,S09_set4_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Is it true that institution formed the foundation of electric motor technology?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Institution formed the foundation of what?,modern electromagnetic technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was his father member of the Sandemanian sect?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael_Faraday,Was faraday Christian of the small Sandemanian denomination?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau,Is Nassau Sound a body of water in Maine?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau,Was Nassau placed in operation by Robert Fulton?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau,Who was Fort Nassau built by?,the Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau,What is Nassau Coliseum?,an arena in Uniondale,medium,S09_set3_a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau,What was the Dead or Alive 4 fighting arena modeled after?,a Magnetic Accelerator Cannon station from Halo 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau,Is Nassau Range the highest mountain range in the world?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau,Is Nassau County named after a German town?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
